,data_filepath,topics,alpha,eta,iterations,passes,decay,coherence
219,data\base.json.gz,10,asymmetric,auto,50,10,0.99,0.34671404048693155
220,data\base.json.gz,10,asymmetric,auto,100,1,0.5,0.3247882438083912
221,data\base.json.gz,10,asymmetric,auto,100,1,0.99,0.3011872203272438
222,data\base.json.gz,10,asymmetric,auto,100,10,0.5,0.3946244893915911
223,data\base.json.gz,10,asymmetric,auto,100,10,0.99,0.34229949422301914
224,data\base.json.gz,10,asymmetric,0.001,50,1,0.5,0.3290387852276485
225,data\base.json.gz,10,asymmetric,0.001,50,1,0.99,0.3049822841229686
226,data\base.json.gz,10,asymmetric,0.001,50,10,0.5,0.40920316873674734
227,data\base.json.gz,10,asymmetric,0.001,50,10,0.99,0.35368743985819007
228,data\base.json.gz,10,asymmetric,0.001,100,1,0.5,0.33065937350974944
229,data\base.json.gz,10,asymmetric,0.001,100,1,0.99,0.30171902355672137
230,data\base.json.gz,10,asymmetric,0.001,100,10,0.5,0.4012489698797942
231,data\base.json.gz,10,asymmetric,0.001,100,10,0.99,0.3521231191776112
232,data\base.json.gz,10,asymmetric,0.01,50,1,0.5,0.33334881407328554
233,data\base.json.gz,10,asymmetric,0.01,50,1,0.99,0.3049822841229686
234,data\base.json.gz,10,asymmetric,0.01,50,10,0.5,0.40899000988533646
235,data\base.json.gz,10,asymmetric,0.01,50,10,0.99,0.3496052841762296
236,data\base.json.gz,10,asymmetric,0.01,100,1,0.5,0.3310883108841277
237,data\base.json.gz,10,asymmetric,0.01,100,1,0.99,0.3011872203272438
238,data\base.json.gz,10,asymmetric,0.01,100,10,0.5,0.40429132581591654
239,data\base.json.gz,10,asymmetric,0.01,100,10,0.99,0.35514266744567935
240,data\base.json.gz,10,0.001,auto,50,1,0.5,0.3331916234514677
241,data\base.json.gz,10,0.001,auto,50,1,0.99,0.30330329405308676
242,data\base.json.gz,10,0.001,auto,50,10,0.5,0.3949568907730054
243,data\base.json.gz,10,0.001,auto,50,10,0.99,0.3471574817079198
244,data\base.json.gz,10,0.001,auto,100,1,0.5,0.3333457952272738
245,data\base.json.gz,10,0.001,auto,100,1,0.99,0.30058028476746934
246,data\base.json.gz,10,0.001,auto,100,10,0.5,0.3974213422935639
247,data\base.json.gz,10,0.001,auto,100,10,0.99,0.3415853193563939
248,data\base.json.gz,10,0.001,0.001,50,1,0.5,0.3312337747380058
249,data\base.json.gz,10,0.001,0.001,50,1,0.99,0.3039435750954992
250,data\base.json.gz,10,0.001,0.001,50,10,0.5,0.39338539283741253
251,data\base.json.gz,10,0.001,0.001,50,10,0.99,0.34563275398643367
252,data\base.json.gz,10,0.001,0.001,100,1,0.5,0.33119653351507
253,data\base.json.gz,10,0.001,0.001,100,1,0.99,0.29959349990910805
254,data\base.json.gz,10,0.001,0.001,100,10,0.5,0.3872957068059939
255,data\base.json.gz,10,0.001,0.001,100,10,0.99,0.3473979375454638
256,data\base.json.gz,10,0.001,0.01,50,1,0.5,0.3312337747380058
257,data\base.json.gz,10,0.001,0.01,50,1,0.99,0.3039435750954992
258,data\base.json.gz,10,0.001,0.01,50,10,0.5,0.3864604773499497
259,data\base.json.gz,10,0.001,0.01,50,10,0.99,0.3475255754005568
260,data\base.json.gz,10,0.001,0.01,100,1,0.5,0.33298272253145866
261,data\base.json.gz,10,0.001,0.01,100,1,0.99,0.3011312054148189
262,data\base.json.gz,10,0.001,0.01,100,10,0.5,0.38493109320600566
263,data\base.json.gz,10,0.001,0.01,100,10,0.99,0.34417934293588937
264,data\base.json.gz,10,0.01,auto,50,1,0.5,0.3303621025167773
265,data\base.json.gz,10,0.01,auto,50,1,0.99,0.30330329405308676
266,data\base.json.gz,10,0.01,auto,50,10,0.5,0.3942657657878062
267,data\base.json.gz,10,0.01,auto,50,10,0.99,0.3471574817079198
268,data\base.json.gz,10,0.01,auto,100,1,0.5,0.33403382146928573
269,data\base.json.gz,10,0.01,auto,100,1,0.99,0.2993928912849226
270,data\base.json.gz,10,0.01,auto,100,10,0.5,0.3978386650620405
271,data\base.json.gz,10,0.01,auto,100,10,0.99,0.34401624123621605
272,data\base.json.gz,10,0.01,0.001,50,1,0.5,0.3327907279802733
273,data\base.json.gz,10,0.01,0.001,50,1,0.99,0.3039435750954992
274,data\base.json.gz,10,0.01,0.001,50,10,0.5,0.3904366706368683
275,data\base.json.gz,10,0.01,0.001,50,10,0.99,0.34563275398643367
276,data\base.json.gz,10,0.01,0.001,100,1,0.5,0.33089856511594384
277,data\base.json.gz,10,0.01,0.001,100,1,0.99,0.3021646568370264
278,data\base.json.gz,10,0.01,0.001,100,10,0.5,0.3816990426782507
279,data\base.json.gz,10,0.01,0.001,100,10,0.99,0.3489460690763922
280,data\base.json.gz,10,0.01,0.01,50,1,0.5,0.3356686505593179
281,data\base.json.gz,10,0.01,0.01,50,1,0.99,0.3039435750954992
282,data\base.json.gz,10,0.01,0.01,50,10,0.5,0.3883146037768217
283,data\base.json.gz,10,0.01,0.01,50,10,0.99,0.3457065189056859
284,data\base.json.gz,10,0.01,0.01,100,1,0.5,0.33019934792147765
285,data\base.json.gz,10,0.01,0.01,100,1,0.99,0.2998218756969779
286,data\base.json.gz,10,0.01,0.01,100,10,0.5,0.38160656648238744
287,data\base.json.gz,10,0.01,0.01,100,10,0.99,0.3445858241843528
288,data\base.json.gz,30,symmetric,auto,50,1,0.5,0.355328321095914
289,data\base.json.gz,30,symmetric,auto,50,1,0.99,0.3179098759166434
290,data\base.json.gz,30,symmetric,auto,50,10,0.5,0.41628827468073426
291,data\base.json.gz,30,symmetric,auto,50,10,0.99,0.35755945027721603
292,data\base.json.gz,30,symmetric,auto,100,1,0.5,0.3572486615679373
293,data\base.json.gz,30,symmetric,auto,100,1,0.99,0.3180633211114591
294,data\base.json.gz,30,symmetric,auto,100,10,0.5,0.4144037739877753
295,data\base.json.gz,30,symmetric,auto,100,10,0.99,0.3640617258154657
296,data\base.json.gz,30,symmetric,0.001,50,1,0.5,0.3570359143943171
297,data\base.json.gz,30,symmetric,0.001,50,1,0.99,0.31591170794463846
298,data\base.json.gz,30,symmetric,0.001,50,10,0.5,0.4179334382447356
299,data\base.json.gz,30,symmetric,0.001,50,10,0.99,0.3611965938398202
300,data\base.json.gz,30,symmetric,0.001,100,1,0.5,0.35659421961013277
301,data\base.json.gz,30,symmetric,0.001,100,1,0.99,0.3190768096110757
302,data\base.json.gz,30,symmetric,0.001,100,10,0.5,0.4175699963820634
303,data\base.json.gz,30,symmetric,0.001,100,10,0.99,0.367273745151579
304,data\base.json.gz,30,symmetric,0.01,50,1,0.5,0.35676598200134296
305,data\base.json.gz,30,symmetric,0.01,50,1,0.99,0.3158992636534015
306,data\base.json.gz,30,symmetric,0.01,50,10,0.5,0.4170709196102825
307,data\base.json.gz,30,symmetric,0.01,50,10,0.99,0.3624451039069719
308,data\base.json.gz,30,symmetric,0.01,100,1,0.5,0.35673433929801973
309,data\base.json.gz,30,symmetric,0.01,100,1,0.99,0.31903671956163077
310,data\base.json.gz,30,symmetric,0.01,100,10,0.5,0.41854046065677536
311,data\base.json.gz,30,symmetric,0.01,100,10,0.99,0.3654960308807297
312,data\base.json.gz,30,asymmetric,auto,50,1,0.5,0.354079425055379
313,data\base.json.gz,30,asymmetric,auto,50,1,0.99,0.3152532046690219
314,data\base.json.gz,30,asymmetric,auto,50,10,0.5,0.43175070598479537
315,data\base.json.gz,30,asymmetric,auto,50,10,0.99,0.35876932234980824
316,data\base.json.gz,30,asymmetric,auto,100,1,0.5,0.35701854994248566
317,data\base.json.gz,30,asymmetric,auto,100,1,0.99,0.3167134990984357
318,data\base.json.gz,30,asymmetric,auto,100,10,0.5,0.4205924110462282
319,data\base.json.gz,30,asymmetric,auto,100,10,0.99,0.36544704298509434
320,data\base.json.gz,30,asymmetric,0.001,50,1,0.5,0.3559917576966266
321,data\base.json.gz,30,asymmetric,0.001,50,1,0.99,0.3165395385140933
322,data\base.json.gz,30,asymmetric,0.001,50,10,0.5,0.4198932720736965
323,data\base.json.gz,30,asymmetric,0.001,50,10,0.99,0.3612504245596551
324,data\base.json.gz,30,asymmetric,0.001,100,1,0.5,0.3565977033826853
325,data\base.json.gz,30,asymmetric,0.001,100,1,0.99,0.3177391987136707
326,data\base.json.gz,30,asymmetric,0.001,100,10,0.5,0.40893609765932176
327,data\base.json.gz,30,asymmetric,0.001,100,10,0.99,0.36684490542593434
328,data\base.json.gz,30,asymmetric,0.01,50,1,0.5,0.35781850207057014
329,data\base.json.gz,30,asymmetric,0.01,50,1,0.99,0.31742596918316995
330,data\base.json.gz,30,asymmetric,0.01,50,10,0.5,0.41876570267258195
331,data\base.json.gz,30,asymmetric,0.01,50,10,0.99,0.36246280152307203
332,data\base.json.gz,30,asymmetric,0.01,100,1,0.5,0.35696227404009867
333,data\base.json.gz,30,asymmetric,0.01,100,1,0.99,0.3170533602989007
334,data\base.json.gz,30,asymmetric,0.01,100,10,0.5,0.4159024732836399
335,data\base.json.gz,30,asymmetric,0.01,100,10,0.99,0.3650864888801457
336,data\base.json.gz,30,0.001,auto,50,1,0.5,0.35221110100564734
337,data\base.json.gz,30,0.001,auto,50,1,0.99,0.31421049442441173
338,data\base.json.gz,30,0.001,auto,50,10,0.5,0.42224410805199447
339,data\base.json.gz,30,0.001,auto,50,10,0.99,0.35776590095238775
340,data\base.json.gz,30,0.001,auto,100,1,0.5,0.35380251632223486
341,data\base.json.gz,30,0.001,auto,100,1,0.99,0.3159588527500732
342,data\base.json.gz,30,0.001,auto,100,10,0.5,0.41077366552275474
343,data\base.json.gz,30,0.001,auto,100,10,0.99,0.35897846339724787
344,data\base.json.gz,30,0.001,0.001,50,1,0.5,0.35528297488802263
345,data\base.json.gz,30,0.001,0.001,50,1,0.99,0.3153942526483682
346,data\base.json.gz,30,0.001,0.001,50,10,0.5,0.43405043110133923
347,data\base.json.gz,30,0.001,0.001,50,10,0.99,0.3629460999454824
348,data\base.json.gz,30,0.001,0.001,100,1,0.5,0.3557847701442788
349,data\base.json.gz,30,0.001,0.001,100,1,0.99,0.3171658069675811
350,data\base.json.gz,30,0.001,0.001,100,10,0.5,0.40792305746567953
351,data\base.json.gz,30,0.001,0.001,100,10,0.99,0.3625661505801572
352,data\base.json.gz,30,0.001,0.01,50,1,0.5,0.3559476744804915
353,data\base.json.gz,30,0.001,0.01,50,1,0.99,0.31533523924591517
354,data\base.json.gz,30,0.001,0.01,50,10,0.5,0.42508777415166654
355,data\base.json.gz,30,0.001,0.01,50,10,0.99,0.36123349578623287
356,data\base.json.gz,30,0.001,0.01,100,1,0.5,0.35536007888013077
357,data\base.json.gz,30,0.001,0.01,100,1,0.99,0.3164957081924878
358,data\base.json.gz,30,0.001,0.01,100,10,0.5,0.41416803425255716
359,data\base.json.gz,30,0.001,0.01,100,10,0.99,0.3597957971705829
360,data\base.json.gz,30,0.01,auto,50,1,0.5,0.35239770612454535
361,data\base.json.gz,30,0.01,auto,50,1,0.99,0.31370443309865625
362,data\base.json.gz,30,0.01,auto,50,10,0.5,0.4232547343605456
363,data\base.json.gz,30,0.01,auto,50,10,0.99,0.35953279167498314
364,data\base.json.gz,30,0.01,auto,100,1,0.5,0.3542613912579855
365,data\base.json.gz,30,0.01,auto,100,1,0.99,0.3145321838876914
366,data\base.json.gz,30,0.01,auto,100,10,0.5,0.4121968851694721
367,data\base.json.gz,30,0.01,auto,100,10,0.99,0.3638324888914391
368,data\base.json.gz,30,0.01,0.001,50,1,0.5,0.35665797174192526
369,data\base.json.gz,30,0.01,0.001,50,1,0.99,0.31523397909302797
370,data\base.json.gz,30,0.01,0.001,50,10,0.5,0.42505589042679
371,data\base.json.gz,30,0.01,0.001,50,10,0.99,0.3629533569487829
372,data\base.json.gz,30,0.01,0.001,100,1,0.5,0.3545897278840336
373,data\base.json.gz,30,0.01,0.001,100,1,0.99,0.3156049051783193
374,data\base.json.gz,30,0.01,0.001,100,10,0.5,0.4164088682419088
375,data\base.json.gz,30,0.01,0.001,100,10,0.99,0.36409441645441626
376,data\base.json.gz,30,0.01,0.01,50,1,0.5,0.35581565210369676
377,data\base.json.gz,30,0.01,0.01,50,1,0.99,0.3156702122883693
378,data\base.json.gz,30,0.01,0.01,50,10,0.5,0.42284912980208744
379,data\base.json.gz,30,0.01,0.01,50,10,0.99,0.3606373066861225
380,data\base.json.gz,30,0.01,0.01,100,1,0.5,0.35469373851183256
381,data\base.json.gz,30,0.01,0.01,100,1,0.99,0.31552077381076055
382,data\base.json.gz,30,0.01,0.01,100,10,0.5,0.41706727443335995
383,data\base.json.gz,30,0.01,0.01,100,10,0.99,0.36629354468583697
